ensgene	control_1	treated_1	control_2	treated_2
ENSG00000036828	0,0	0,0	0,0	0,0
ENSG00000037042	440,0	347,0	568,0	309,0
ENSG00000037241	296,0	310,0	297,0	218,0
ENSG00000037280	9,0	17,0	15,0	2,0
ENSG00000037474	766,0	742,0	806,0	480,0
ENSG00000037637	632,0	624,0	701,0	477,0
ENSG00000037749	386,0	373,0	540,0	370,0
ENSG00000037757	397,0	372,0	434,0	255,0
ENSG00000037897	71,0	52,0	116,0	42,0
ENSG00000037965	6,0	7,0	8,0	4,0
ENSG00000038002	792,0	462,0	806,0	343,0
ENSG00000038210	410,0	437,0	390,0	274,0
ENSG00000038219	2660,0	1743,0	2596,0	1621,0
ENSG00000038274	1642,0	1880,0	1446,0	1509,0
ENSG00000038295	13,0	7,0	35,0	7,0
ENSG00000038358	1004,0	878,0	1338,0	715,0
ENSG00000038382	6242,0	5674,0	7550,0	3781,0
ENSG00000038427	9784,0	7411,0	12674,0	4848,0
ENSG00000038532	743,0	486,0	796,0	424,0
ENSG00000038945	112,0	46,0	112,0	23,0
ENSG00000039068	12,0	1,0	8,0	7,0
ENSG00000039123	1387,0	1084,0	1806,0	785,0
ENSG00000039139	177,0	237,0	306,0	65,0
ENSG00000039319	1050,0	848,0	1441,0	651,0
ENSG00000039523	1783,0	2025,0	1795,0	1130,0
ENSG00000039537	2,0	22,0	13,0	27,0
ENSG00000039560	3738,0	3886,0	5161,0	3804,0
ENSG00000039600	2,0	2,0	3,0	4,0
ENSG00000039650	475,0	376,0	375,0	165,0
ENSG00000039987	1,0	3,0	4,0	1,0
ENSG00000040199	268,0	262,0	311,0	222,0
ENSG00000040275	235,0	186,0	359,0	93,0
ENSG00000040341	707,0	447,0	978,0	480,0
ENSG00000040487	227,0	267,0	207,0	145,0
ENSG00000040531	476,0	443,0	592,0	327,0
ENSG00000040608	3,0	1,0	4,0	0,0
ENSG00000040633	858,0	775,0	921,0	443,0
ENSG00000040731	121,0	47,0	109,0	13,0
ENSG00000040933	762,0	533,0	852,0	502,0
ENSG00000041353	29,0	18,0	23,0	18,0
ENSG00000041357	1326,0	1279,0	1547,0	943,0
ENSG00000041515	3,0	5,0	3,0	5,0
ENSG00000041802	527,0	559,0	628,0	351,0
ENSG00000041880	383,0	396,0	474,0	240,0
ENSG00000041982	3271,0	1080,0	7309,0	2955,0
ENSG00000041988	193,0	173,0	219,0	124,0
ENSG00000042062	1517,0	1894,0	1191,0	712,0
ENSG00000042088	212,0	133,0	256,0	100,0
ENSG00000042286	450,0	649,0	583,0	488,0
ENSG00000042304	4,0	4,0	5,0	7,0
ENSG00000042317	221,0	130,0	249,0	183,0
ENSG00000042429	381,0	316,0	402,0	342,0
ENSG00000042445	1401,0	1246,0	1835,0	984,0
ENSG00000042493	813,0	839,0	1109,0	664,0
ENSG00000042753	1145,0	1211,0	1388,0	856,0
ENSG00000042781	4,0	0,0	3,0	2,0
ENSG00000042813	0,0	0,0	0,0	0,0
ENSG00000042832	24,0	17,0	56,0	31,0
ENSG00000042980	4,0	15,0	14,0	2,0
ENSG00000043039	0,0	0,0	1,0	1,0
ENSG00000043093	686,0	652,0	704,0	416,0
ENSG00000043143	1585,0	1706,0	1711,0	993,0
ENSG00000043355	0,0	0,0	0,0	0,0
ENSG00000043462	0,0	0,0	0,0	0,0
ENSG00000043514	213,0	175,0	313,0	162,0
ENSG00000043591	0,0	1,0	1,0	2,0
ENSG00000044012	0,0	0,0	0,0	0,0
ENSG00000044090	1604,0	950,0	1685,0	728,0
ENSG00000044115	7374,0	6300,0	10501,0	5382,0
ENSG00000044446	412,0	402,0	394,0	292,0
ENSG00000044459	498,0	377,0	718,0	357,0
ENSG00000044524	54,0	21,0	38,0	43,0
ENSG00000044574	16885,0	13716,0	19883,0	7801,0
ENSG00000046604	22,0	7,0	73,0	35,0
ENSG00000046647	306,0	340,0	348,0	219,0
ENSG00000046651	359,0	264,0	518,0	419,0
ENSG00000046653	100,0	354,0	289,0	1343,0
ENSG00000046774	0,0	0,0	1,0	0,0
ENSG00000046889	56,0	38,0	124,0	16,0
ENSG00000047056	509,0	510,0	566,0	428,0
ENSG00000047188	771,0	852,0	664,0	460,0
ENSG00000047230	378,0	286,0	292,0	235,0
ENSG00000047249	873,0	743,0	967,0	641,0
ENSG00000047315	2664,0	2145,0	2422,0	1597,0
ENSG00000047346	830,0	623,0	835,0	607,0
ENSG00000047365	42,0	25,0	156,0	58,0
ENSG00000047410	4915,0	4010,0	5486,0	3152,0
ENSG00000047457	11,0	12,0	25,0	30,0
ENSG00000047578	875,0	637,0	1054,0	613,0
ENSG00000047579	245,0	233,0	246,0	177,0
ENSG00000047597	1,0	0,0	1,0	0,0
ENSG00000047617	10,0	12,0	12,0	12,0
ENSG00000047621	463,0	290,0	567,0	173,0
ENSG00000047634	357,0	444,0	578,0	287,0
ENSG00000047644	1203,0	1400,0	1714,0	1045,0
ENSG00000047648	616,0	617,0	451,0	196,0
ENSG00000047662	7,0	1,0	8,0	13,0
ENSG00000047849	15464,0	14951,0	18872,0	12281,0
ENSG00000047932	1617,0	1301,0	1917,0	966,0
ENSG00000047936	0,0	2,0	1,0	1,0
ENSG00000048028	437,0	508,0	579,0	302,0
ENSG00000048052	317,0	199,0	577,0	208,0
ENSG00000048140	826,0	784,0	923,0	638,0
ENSG00000048162	144,0	179,0	198,0	158,0
ENSG00000048342	881,0	751,0	1087,0	422,0
ENSG00000048392	1635,0	1171,0	1846,0	1036,0
ENSG00000048405	349,0	308,0	352,0	291,0
ENSG00000048462	0,0	0,0	0,0	0,0
ENSG00000048471	1651,0	1603,0	2521,0	2150,0
ENSG00000048540	28,0	52,0	37,0	50,0
ENSG00000048544	794,0	609,0	879,0	572,0
ENSG00000048545	2,0	1,0	17,0	4,0
ENSG00000048649	1572,0	1274,0	1897,0	866,0
ENSG00000048707	2111,0	3225,0	3534,0	4218,0
ENSG00000048740	5021,0	6150,0	4519,0	4301,0
ENSG00000048828	4149,0	3772,0	4612,0	2534,0
ENSG00000048991	605,0	441,0	623,0	289,0
ENSG00000049089	93,0	40,0	104,0	31,0
ENSG00000049130	2839,0	1905,0	3426,0	1836,0
ENSG00000049167	232,0	144,0	227,0	91,0
ENSG00000049192	162,0	172,0	278,0	94,0
ENSG00000049239	5872,0	5571,0	6818,0	4982,0
ENSG00000049245	3228,0	2884,0	3828,0	2744,0
ENSG00000049246	378,0	71,0	303,0	109,0
ENSG00000049247	0,0	0,0	1,0	0,0
ENSG00000049249	22,0	25,0	30,0	21,0
ENSG00000049283	15,0	7,0	16,0	4,0
ENSG00000049323	14366,0	22442,0	19773,0	17739,0
ENSG00000049449	6334,0	4866,0	6408,0	3404,0
ENSG00000049540	4716,0	8814,0	8340,0	6851,0
ENSG00000049541	163,0	103,0	211,0	70,0
ENSG00000049618	2039,0	1619,0	1678,0	892,0
ENSG00000049656	1031,0	1148,0	1187,0	1033,0
ENSG00000049759	1833,0	728,0	2217,0	391,0
ENSG00000049768	2,0	4,0	4,0	2,0
ENSG00000049769	125,0	68,0	87,0	80,0
ENSG00000049860	3927,0	3192,0	5167,0	3670,0
ENSG00000049883	402,0	243,0	486,0	252,0
ENSG00000050030	0,0	0,0	0,0	0,0
ENSG00000050130	879,0	801,0	1256,0	722,0
ENSG00000050165	12605,0	11942,0	20829,0	13969,0
ENSG00000050327	240,0	132,0	616,0	405,0
ENSG00000050344	183,0	177,0	230,0	134,0
ENSG00000050393	459,0	456,0	603,0	414,0
ENSG00000050405	6346,0	5769,0	12985,0	5326,0
ENSG00000050426	939,0	804,0	1167,0	618,0
ENSG00000050438	102,0	82,0	115,0	129,0
ENSG00000050555	103,0	38,0	36,0	22,0
ENSG00000050628	337,0	353,0	509,0	240,0
ENSG00000050730	6,0	4,0	9,0	3,0
ENSG00000050748	906,0	739,0	1149,0	571,0
ENSG00000050767	0,0	3,0	0,0	0,0
ENSG00000050820	1149,0	1168,0	1209,0	671,0
ENSG00000051009	416,0	413,0	448,0	278,0
ENSG00000051108	1663,0	2423,0	2228,0	2027,0
ENSG00000051128	969,0	814,0	1065,0	487,0
ENSG00000051180	17,0	45,0	32,0	45,0
ENSG00000051341	22,0	22,0	33,0	14,0
ENSG00000051382	340,0	252,0	354,0	282,0
ENSG00000051523	759,0	840,0	665,0	472,0
ENSG00000051596	169,0	122,0	206,0	158,0
ENSG00000051620	1116,0	1437,0	1212,0	1020,0
ENSG00000051825	271,0	207,0	327,0	150,0
ENSG00000052126	1521,0	1113,0	1846,0	1001,0
ENSG00000052344	0,0	0,0	6,0	1,0
ENSG00000052723	726,0	715,0	640,0	505,0
ENSG00000052749	354,0	267,0	444,0	234,0
ENSG00000052795	438,0	419,0	595,0	323,0
ENSG00000052802	373,0	304,0	447,0	241,0
ENSG00000052841	2204,0	1798,0	2935,0	1369,0
ENSG00000052850	9,0	0,0	4,0	0,0
ENSG00000053108	5,0	0,0	9,0	0,0
ENSG00000053254	3743,0	3620,0	3234,0	2949,0
ENSG00000053328	21,0	7,0	21,0	3,0
ENSG00000053371	1011,0	922,0	956,0	611,0
ENSG00000053372	340,0	331,0	381,0	273,0
ENSG00000053438	45,0	51,0	36,0	20,0
ENSG00000053501	336,0	284,0	385,0	178,0
ENSG00000053524	35,0	99,0	38,0	23,0
ENSG00000053702	29,0	23,0	69,0	20,0
ENSG00000053747	749,0	1644,0	447,0	1245,0
ENSG00000053770	638,0	534,0	819,0	491,0
ENSG00000053900	514,0	499,0	699,0	325,0
ENSG00000053918	0,0	0,0	0,0	0,0
ENSG00000054116	729,0	710,0	814,0	505,0
ENSG00000054118	2977,0	2534,0	3404,0	1712,0
ENSG00000054148	1290,0	1095,0	996,0	398,0
ENSG00000054179	1,0	0,0	5,0	0,0
ENSG00000054219	14,0	33,0	39,0	45,0
ENSG00000054267	1060,0	809,0	1449,0	751,0
ENSG00000054277	346,0	395,0	304,0	349,0
ENSG00000054282	263,0	238,0	153,0	136,0
ENSG00000054356	34,0	26,0	29,0	5,0
ENSG00000054392	52,0	41,0	61,0	35,0
ENSG00000054523	1580,0	1573,0	1733,0	1118,0
ENSG00000054598	470,0	354,0	424,0	250,0
ENSG00000054611	615,0	529,0	753,0	400,0
ENSG00000054654	1709,0	1263,0	2043,0	1267,0
ENSG00000054690	16,0	12,0	6,0	2,0
ENSG00000054793	2789,0	2136,0	3446,0	2468,0
ENSG00000054796	0,0	0,0	0,0	0,0
ENSG00000054803	0,0	0,0	0,0	0,0
ENSG00000054938	93,0	23,0	137,0	27,0
ENSG00000054965	1972,0	1307,0	2452,0	944,0
ENSG00000054967	17,0	14,0	9,0	11,0
ENSG00000054983	653,0	668,0	877,0	440,0
ENSG00000055044	495,0	466,0	560,0	440,0
ENSG00000055070	3325,0	3125,0	4271,0	2392,0
ENSG00000055118	53,0	18,0	22,0	1,0
ENSG00000055130	1201,0	1341,0	1280,0	884,0
ENSG00000055147	529,0	484,0	650,0	338,0
ENSG00000055163	492,0	194,0	369,0	100,0
ENSG00000055208	1656,0	1381,0	1805,0	1245,0
ENSG00000055211	1901,0	1955,0	2794,0	2175,0
ENSG00000055332	2374,0	1446,0	2331,0	1054,0
ENSG00000055483	981,0	857,0	921,0	550,0
ENSG00000055609	2723,0	1683,0	2111,0	1006,0
ENSG00000055732	155,0	131,0	125,0	53,0
ENSG00000055813	77,0	39,0	103,0	18,0
ENSG00000055917	2359,0	1990,0	2371,0	1525,0
ENSG00000055950	885,0	646,0	819,0	398,0
ENSG00000055955	16,0	28,0	14,0	16,0
ENSG00000055957	0,0	0,0	0,0	4,0
ENSG00000056050	358,0	310,0	312,0	202,0
ENSG00000056097	2581,0	2500,0	3279,0	2061,0
ENSG00000056277	170,0	127,0	203,0	52,0
ENSG00000056291	0,0	0,0	0,0	0,0
ENSG00000056487	0,0	0,0	0,0	0,0
ENSG00000056558	199,0	268,0	263,0	163,0
ENSG00000056586	1230,0	1173,0	1541,0	1048,0
ENSG00000056736	112,0	47,0	106,0	34,0
ENSG00000056972	507,0	532,0	475,0	349,0
ENSG00000056998	262,0	240,0	289,0	183,0
ENSG00000057019	2581,0	1686,0	2784,0	1449,0
ENSG00000057149	0,0	0,0	0,0	0,0
ENSG00000057252	924,0	1364,0	905,0	933,0
ENSG00000057294	15,0	43,0	11,0	8,0
ENSG00000057468	5,0	2,0	2,0	0,0
ENSG00000057593	2,0	5,0	11,0	5,0
ENSG00000057608	3707,0	3092,0	3860,0	2235,0
ENSG00000057657	150,0	151,0	202,0	195,0
ENSG00000057663	577,0	547,0	532,0	469,0
ENSG00000057704	35,0	59,0	12,0	19,0
ENSG00000057757	494,0	438,0	570,0	387,0
ENSG00000057935	816,0	575,0	1017,0	449,0
ENSG00000058056	363,0	291,0	411,0	308,0
ENSG00000058063	1312,0	1419,0	1835,0	1164,0
ENSG00000058085	54,0	110,0	69,0	59,0
ENSG00000058091	1277,0	981,0	1701,0	920,0
ENSG00000058262	11775,0	8428,0	14219,0	6590,0
ENSG00000058272	1412,0	1469,0	1904,0	1436,0
ENSG00000058335	2,0	3,0	2,0	7,0
ENSG00000058404	1,0	1,0	7,0	2,0
ENSG00000058453	696,0	662,0	587,0	267,0
ENSG00000058600	404,0	477,0	637,0	335,0
ENSG00000058668	9826,0	7785,0	15544,0	8548,0
ENSG00000058673	4744,0	3815,0	4337,0	2731,0
ENSG00000058729	386,0	270,0	469,0	215,0
ENSG00000058799	326,0	385,0	502,0	393,0
ENSG00000058804	276,0	225,0	309,0	191,0
ENSG00000058866	11,0	0,0	8,0	3,0
ENSG00000059122	1367,0	1244,0	1653,0	975,0
ENSG00000059145	499,0	494,0	739,0	416,0
ENSG00000059377	14,0	28,0	10,0	15,0
ENSG00000059378	279,0	244,0	267,0	212,0
ENSG00000059573	1671,0	1088,0	1767,0	805,0
ENSG00000059588	392,0	259,0	537,0	224,0
ENSG00000059691	400,0	289,0	412,0	243,0
ENSG00000059728	248,0	207,0	194,0	129,0
ENSG00000059758	961,0	689,0	1124,0	394,0
ENSG00000059769	254,0	198,0	333,0	220,0
ENSG00000059804	1347,0	990,0	1187,0	657,0
ENSG00000059915	171,0	112,0	129,0	74,0
ENSG00000060069	490,0	442,0	441,0	326,0
ENSG00000060138	4418,0	5513,0	4396,0	3641,0
ENSG00000060140	0,0	0,0	4,0	0,0
ENSG00000060237	5494,0	3794,0	6432,0	3027,0
ENSG00000060303	0,0	0,0	0,0	0,0
ENSG00000060339	1569,0	1441,0	1569,0	1e3
ENSG00000060491	1053,0	978,0	980,0	639,0
ENSG00000060558	0,0	0,0	1,0	0,0
ENSG00000060566	0,0	0,0	1,0	0,0
ENSG00000060642	249,0	250,0	369,0	270,0
ENSG00000060656	360,0	462,0	670,0	206,0
ENSG00000060688	442,0	429,0	524,0	306,0
ENSG00000060709	0,0	0,0	1,0	0,0
ENSG00000060718	86,0	216,0	242,0	601,0
ENSG00000060749	1119,0	764,0	1079,0	566,0
ENSG00000060762	275,0	315,0	322,0	290,0
ENSG00000060971	647,0	748,0	964,0	547,0
ENSG00000060982	2433,0	1574,0	2948,0	1368,0
ENSG00000061273	2798,0	3689,0	2972,0	2647,0
ENSG00000061337	91,0	31,0	128,0	32,0
ENSG00000061455	1143,0	861,0	1607,0	477,0
ENSG00000061492	0,0	0,0	0,0	0,0
ENSG00000061656	47,0	86,0	107,0	51,0
ENSG00000061676	5306,0	5609,0	5175,0	4646,0
ENSG00000061794	492,0	541,0	612,0	482,0
ENSG00000061918	1760,0	2049,0	1874,0	1211,0
ENSG00000061936	820,0	682,0	986,0	584,0
ENSG00000061938	690,0	557,0	594,0	234,0
ENSG00000061987	1360,0	1088,0	1796,0	961,0
ENSG00000062038	2,0	1,0	10,0	6,0
ENSG00000062096	2,0	1,0	2,0	2,0
ENSG00000062194	1118,0	911,0	1310,0	683,0
ENSG00000062282	19,0	20,0	15,0	11,0
ENSG00000062370	231,0	152,0	165,0	106,0
ENSG00000062485	1963,0	1805,0	2057,0	1249,0
ENSG00000062524	4,0	5,0	0,0	0,0
ENSG00000062582	756,0	640,0	710,0	355,0
ENSG00000062598	1200,0	1331,0	1147,0	882,0
ENSG00000062650	1133,0	1145,0	1228,0	871,0
ENSG00000062716	2671,0	3110,0	3308,0	2646,0
ENSG00000062725	2093,0	1690,0	1688,0	1010,0
ENSG00000062822	259,0	117,0	138,0	67,0
ENSG00000063015	0,0	4,0	2,0	3,0
ENSG00000063046	14380,0	12282,0	16261,0	8918,0
ENSG00000063127	32,0	20,0	12,0	26,0
ENSG00000063169	227,0	198,0	366,0	277,0
ENSG00000063176	313,0	256,0	372,0	289,0
ENSG00000063177	9590,0	9185,0	9806,0	4422,0
ENSG00000063180	67,0	55,0	203,0	86,0
ENSG00000063241	417,0	348,0	430,0	200,0
ENSG00000063244	2321,0	1826,0	2437,0	1089,0
ENSG00000063245	2500,0	2669,0	2749,0	1502,0
ENSG00000063322	1382,0	1125,0	1694,0	799,0
ENSG00000063438	541,0	299,0	798,0	369,0
ENSG00000063515	0,0	0,0	0,0	0,0
ENSG00000063587	584,0	682,0	568,0	383,0
ENSG00000063601	686,0	690,0	868,0	439,0
ENSG00000063660	5824,0	3360,0	7024,0	2362,0
ENSG00000063761	102,0	107,0	128,0	57,0
ENSG00000063854	316,0	305,0	445,0	258,0
ENSG00000063978	1192,0	941,0	1353,0	895,0
ENSG00000064012	347,0	214,0	442,0	236,0
ENSG00000064042	499,0	330,0	420,0	214,0
ENSG00000064102	360,0	425,0	405,0	273,0
ENSG00000064115	1187,0	1720,0	1247,0	1441,0
ENSG00000064195	0,0	0,0	0,0	0,0
ENSG00000064199	154,0	144,0	272,0	173,0
ENSG00000064201	36,0	9,0	32,0	2,0
ENSG00000064205	1456,0	492,0	4473,0	1644,0
ENSG00000064218	0,0	0,0	0,0	0,0
ENSG00000064225	29,0	14,0	46,0	18,0
ENSG00000064270	6,0	10,0	3,0	3,0
ENSG00000064300	2,0	6,0	2,0	0,0
ENSG00000064309	640,0	113,0	772,0	180,0
ENSG00000064313	741,0	680,0	885,0	687,0
ENSG00000064393	2260,0	2793,0	2190,0	1561,0
ENSG00000064419	1347,0	1100,0	1576,0	880,0
ENSG00000064489	106,0	93,0	120,0	56,0
ENSG00000064490	394,0	312,0	482,0	256,0
ENSG00000064545	369,0	279,0	331,0	168,0
ENSG00000064547	29,0	32,0	52,0	14,0
ENSG00000064601	9407,0	6413,0	12749,0	6189,0
ENSG00000064607	1732,0	1587,0	2052,0	1012,0
ENSG00000064651	332,0	467,0	578,0	306,0
ENSG00000064652	214,0	240,0	274,0	188,0
ENSG00000064655	64,0	75,0	192,0	148,0
ENSG00000064666	6315,0	8443,0	9283,0	8666,0
ENSG00000064687	125,0	73,0	305,0	86,0
ENSG00000064692	123,0	64,0	157,0	12,0
ENSG00000064703	323,0	403,0	354,0	243,0
ENSG00000064726	1848,0	1740,0	2420,0	1555,0
ENSG00000064763	184,0	262,0	229,0	273,0
ENSG00000064787	5,0	2,0	15,0	4,0
ENSG00000064835	0,0	0,0	0,0	0,0
ENSG00000064886	1027,0	1256,0	1533,0	788,0
ENSG00000064932	739,0	597,0	609,0	196,0
ENSG00000064933	353,0	464,0	469,0	419,0
ENSG00000064961	1168,0	1150,0	1168,0	778,0
ENSG00000064989	54,0	47,0	48,0	28,0
ENSG00000064995	252,0	233,0	354,0	204,0
ENSG00000064999	603,0	633,0	826,0	567,0
ENSG00000065000	4612,0	3298,0	4404,0	2446,0
ENSG00000065029	408,0	359,0	550,0	338,0
ENSG00000065054	941,0	683,0	893,0	349,0
ENSG00000065057	119,0	126,0	137,0	59,0
ENSG00000065060	424,0	326,0	448,0	246,0
ENSG00000065135	2154,0	1840,0	1922,0	1412,0
ENSG00000065150	4410,0	3336,0	5124,0	2937,0
ENSG00000065154	2953,0	2936,0	3405,0	2116,0
ENSG00000065183	602,0	509,0	560,0	332,0
ENSG00000065243	1405,0	1166,0	1388,0	921,0
ENSG00000065268	325,0	363,0	262,0	146,0
ENSG00000065308	9864,0	9970,0	10270,0	7393,0
ENSG00000065320	4762,0	5795,0	4678,0	3721,0
ENSG00000065325	6,0	5,0	1,0	0,0
ENSG00000065328	19,0	12,0	11,0	9,0
ENSG00000065357	970,0	921,0	1213,0	631,0
ENSG00000065361	14,0	12,0	53,0	34,0
ENSG00000065371	1,0	1,0	0,0	0,0
ENSG00000065413	148,0	107,0	371,0	150,0
ENSG00000065427	1929,0	1945,0	2284,0	1256,0
ENSG00000065457	270,0	252,0	289,0	172,0
ENSG00000065485	759,0	574,0	961,0	446,0
ENSG00000065491	384,0	294,0	391,0	175,0
ENSG00000065518	761,0	583,0	941,0	460,0
ENSG00000065526	1358,0	1671,0	1412,0	1328,0
ENSG00000065534	17517,0	17284,0	26844,0	17310,0
ENSG00000065548	935,0	793,0	1081,0	666,0
ENSG00000065559	639,0	519,0	618,0	449,0
ENSG00000065600	76,0	86,0	129,0	54,0
ENSG00000065609	3,0	0,0	0,0	0,0
ENSG00000065613	1499,0	1477,0	2086,0	1080,0
ENSG00000065615	400,0	468,0	424,0	245,0
ENSG00000065618	13,0	1,0	1,0	0,0
ENSG00000065621	40,0	44,0	152,0	100,0
ENSG00000065665	158,0	117,0	179,0	74,0
ENSG00000065675	1,0	0,0	0,0	3,0
ENSG00000065717	284,0	465,0	154,0	154,0
ENSG00000065802	1270,0	1476,0	1172,0	657,0
ENSG00000065809	2480,0	1134,0	5215,0	1138,0
ENSG00000065833	809,0	519,0	874,0	398,0
ENSG00000065882	574,0	732,0	929,0	629,0
ENSG00000065883	1155,0	1111,0	1283,0	955,0
ENSG00000065911	616,0	650,0	775,0	612,0
ENSG00000065923	846,0	415,0	1828,0	709,0
ENSG00000065970	806,0	721,0	831,0	505,0
ENSG00000065978	11695,0	10291,0	12584,0	7088,0
ENSG00000065989	699,0	744,0	697,0	438,0
ENSG00000066027	670,0	596,0	762,0	640,0
ENSG00000066032	3,0	6,0	5,0	1,0
ENSG00000066044	1168,0	985,0	1201,0	731,0
ENSG00000066056	4,0	10,0	13,0	15,0
ENSG00000066084	1316,0	837,0	979,0	547,0
ENSG00000066117	650,0	886,0	882,0	525,0
ENSG00000066135	1295,0	919,0	1301,0	656,0
ENSG00000066136	426,0	320,0	537,0	254,0
ENSG00000066185	26,0	11,0	32,0	10,0
ENSG00000066230	234,0	187,0	174,0	82,0
ENSG00000066248	3,0	2,0	2,0	0,0
ENSG00000066279	83,0	78,0	268,0	93,0
ENSG00000066294	7,0	8,0	11,0	3,0
ENSG00000066322	931,0	1142,0	1011,0	817,0
ENSG00000066336	0,0	0,0	2,0	1,0
ENSG00000066379	21,0	21,0	17,0	8,0
ENSG00000066382	26,0	37,0	31,0	5,0
ENSG00000066405	25,0	25,0	37,0	14,0
ENSG00000066422	633,0	397,0	685,0	328,0
ENSG00000066427	512,0	414,0	990,0	625,0
ENSG00000066455	1223,0	1226,0	1734,0	971,0
ENSG00000066468	80,0	12,0	46,0	8,0
ENSG00000066557	374,0	289,0	314,0	222,0
ENSG00000066583	435,0	345,0	286,0	180,0
ENSG00000066629	2735,0	2001,0	2797,0	1799,0
ENSG00000066651	212,0	193,0	299,0	148,0
ENSG00000066654	817,0	650,0	928,0	517,0
ENSG00000066697	1059,0	557,0	940,0	351,0
ENSG00000066735	5,0	3,0	5,0	0,0
ENSG00000066739	1654,0	1191,0	1839,0	823,0
ENSG00000066777	1524,0	1365,0	1866,0	1236,0
ENSG00000066813	29,0	16,0	13,0	19,0
ENSG00000066827	248,0	181,0	259,0	140,0
ENSG00000066855	300,0	273,0	333,0	218,0
ENSG00000066923	179,0	163,0	231,0	143,0
ENSG00000066926	415,0	340,0	653,0	313,0
ENSG00000066933	1127,0	1047,0	1098,0	645,0
ENSG00000067048	1385,0	1057,0	1283,0	876,0
ENSG00000067057	2233,0	1727,0	2148,0	848,0
ENSG00000067064	568,0	452,0	477,0	279,0
ENSG00000067066	1981,0	1640,0	2653,0	1747,0
ENSG00000067082	2450,0	3481,0	2632,0	2583,0
ENSG00000067113	2116,0	1355,0	2267,0	835,0
ENSG00000067141	1276,0	768,0	1577,0	673,0
ENSG00000067167	8948,0	11506,0	15421,0	11920,0
ENSG00000067177	227,0	449,0	489,0	501,0
ENSG00000067182	3791,0	3677,0	4481,0	2781,0
ENSG00000067191	117,0	153,0	162,0	113,0
ENSG00000067208	701,0	639,0	884,0	492,0
ENSG00000067221	376,0	291,0	493,0	209,0
ENSG00000067225	26386,0	18153,0	28783,0	13114,0
ENSG00000067248	1407,0	1161,0	1373,0	782,0
ENSG00000067334	792,0	721,0	1029,0	711,0
ENSG00000067365	412,0	431,0	401,0	239,0
ENSG00000067369	2878,0	1566,0	2894,0	1055,0
ENSG00000067445	890,0	493,0	957,0	267,0
ENSG00000067533	152,0	219,0	417,0	239,0
ENSG00000067560	8178,0	7853,0	12167,0	7498,0
ENSG00000067596	1029,0	1034,0	1331,0	763,0
ENSG00000067601	16,0	8,0	18,0	10,0
ENSG00000067606	14,0	11,0	22,0	10,0
ENSG00000067646	348,0	320,0	351,0	269,0
ENSG00000067704	2824,0	2422,0	2917,0	2082,0
ENSG00000067715	5,0	6,0	10,0	7,0
ENSG00000067798	395,0	291,0	423,0	758,0
ENSG00000067829	842,0	772,0	885,0	460,0
ENSG00000067836	161,0	149,0	244,0	176,0
ENSG00000067840	15,0	13,0	16,0	13,0
ENSG00000067842	5,0	0,0	3,0	0,0
ENSG00000067900	1913,0	2435,0	2677,0	2390,0
ENSG00000067955	532,0	546,0	558,0	432,0
ENSG00000067992	65,0	48,0	79,0	48,0
ENSG00000068001	703,0	553,0	810,0	407,0
ENSG00000068024	507,0	458,0	548,0	213,0
ENSG00000068028	715,0	831,0	704,0	598,0
ENSG00000068078	14,0	15,0	10,0	9,0
ENSG00000068079	396,0	407,0	413,0	286,0
ENSG00000068097	389,0	424,0	538,0	228,0
ENSG00000068120	852,0	872,0	908,0	641,0
ENSG00000068137	438,0	453,0	542,0	252,0
ENSG00000068305	1330,0	1490,0	1753,0	1487,0
ENSG00000068308	1367,0	1387,0	1653,0	1085,0
ENSG00000068323	2210,0	1881,0	2614,0	1433,0
ENSG00000068354	341,0	299,0	348,0	163,0
ENSG00000068366	4068,0	2440,0	3486,0	1631,0
ENSG00000068383	642,0	1285,0	1119,0	1781,0
ENSG00000068394	350,0	300,0	372,0	251,0
ENSG00000068400	606,0	545,0	794,0	396,0
ENSG00000068438	452,0	352,0	446,0	225,0
ENSG00000068489	134,0	79,0	88,0	53,0
ENSG00000068615	1,0	0,0	0,0	0,0
ENSG00000068650	970,0	851,0	1175,0	581,0
ENSG00000068654	1054,0	917,0	1251,0	989,0
ENSG00000068697	8944,0	6925,0	9390,0	4812,0
ENSG00000068724	1088,0	782,0	1438,0	732,0
ENSG00000068745	969,0	613,0	1200,0	581,0
ENSG00000068781	35,0	48,0	72,0	85,0
ENSG00000068784	362,0	228,0	374,0	134,0
ENSG00000068796	646,0	481,0	771,0	318,0
ENSG00000068831	43,0	99,0	66,0	114,0
ENSG00000068878	1315,0	1582,0	1617,0	1340,0
ENSG00000068885	1627,0	921,0	2379,0	979,0
ENSG00000068903	647,0	570,0	645,0	369,0
ENSG00000068912	1701,0	1666,0	2299,0	1505,0
ENSG00000068971	480,0	503,0	470,0	294,0
ENSG00000068976	35,0	15,0	46,0	18,0
ENSG00000068985	0,0	0,0	0,0	0,0
ENSG00000069011	142,0	105,0	97,0	38,0
ENSG00000069018	0,0	0,0	0,0	0,0
ENSG00000069020	989,0	654,0	1065,0	447,0
ENSG00000069122	0,0	0,0	1,0	0,0
ENSG00000069188	44,0	46,0	13,0	3,0
ENSG00000069206	0,0	0,0	0,0	0,0
ENSG00000069248	1195,0	1015,0	1104,0	985,0
